日付,商品カテゴリ名,総売上個数,総売上金額,単価平均
2019-01-30,PCゲーム - 通常版,167,119340,698.0555555555555
2019-01-30,音楽 - その他,132,65450,495.8333333333333
2019-01-30,ゲーム - ゲーム機C,166,313060,1900.0632911392406
2019-01-30,映画 - ブルーレイ,96,56470,579.9
2019-01-30,ゲーム - ゲーム機B,86,129520,1544.6052631578948
2019-01-30,ギフト - 小型ゲーム,58,21880,418.3333333333333
2019-01-30,ギフト - カード、パズル等,25,20340,819.1666666666666
2019-01-30,ギフト - フィギュア,26,49060,1860.0
2019-01-30,PCソフト - PCソフト,24,83180,3574.090909090909
2019-01-30,映画 - ブルーレイ3D,36,56090,1558.0555555555557
2019-01-30,ギフト - ぬいぐるみ,16,14640,930.6666666666666
2019-01-30,ゲーム - ゲーム機A,14,15690,1120.7142857142858
2019-01-30,映画 - セット商品,29,40350,1410.7142857142858
2019-01-30,ギフト - ボードゲーム,12,16030,1335.8333333333333
2019-01-30,音楽 - CD,32,16140,504.375
2019-01-30,ギフト - ガジェット類,24,40520,1743.8095238095239
2019-01-30,本 - オーディオブック_タイプA,13,5990,460.7692307692308
2019-01-30,ギフト - 記念品_タイプA,5,3780,756.0
2019-01-30,ギフト - 記念品_タイプB,13,7210,615.4545454545455
2019-01-30,本 - 教育用,26,17920,690.4
2019-01-30,ゲーム - 付属品(購入特典),9,13770,1530.0
2019-01-30,ゲーム周辺機器 - ゲーム機B,12,23340,1891.8181818181818
2019-01-30,音楽 - レコード,13,34060,2620.0
2019-01-30,ゲーム周辺機器 - ゲーム機A,3,6590,2196.6666666666665
2019-01-30,本 - オーディオブック_タイプB,1,420,420.0
2019-01-31,映画 - DVD,446,211130,443.4391534391534
2019-01-31,PCゲーム - 通常版,249,188870,739.2558139534884
2019-01-31,音楽 - その他,196,94590,483.1958762886598
2019-01-31,ゲーム - ゲーム機C,268,521220,1984.2489270386266
2019-01-31,映画 - ブルーレイ,153,95910,632.3648648648649
2019-01-31,ゲーム - ゲーム機B,139,232270,1697.984496124031
2019-01-31,ギフト - 小型ゲーム,33,18410,528.8461538461538
2019-01-31,ギフト - カード、パズル等,25,33240,1329.6
2019-01-31,ギフト - フィギュア,32,59730,1778.2758620689656
2019-01-31,PCソフト - PCソフト,47,135940,3058.2051282051284
2019-01-31,映画 - ブルーレイ3D,26,40300,1550.0
2019-01-31,ギフト - ぬいぐるみ,21,21470,1022.3809523809524
2019-01-31,ゲーム - ゲーム機A,14,15100,1078.5714285714287
2019-01-31,映画 - セット商品,43,49850,1167.6190476190477
2019-01-31,ギフト - ボードゲーム,20,29700,1485.0
2019-01-31,音楽 - CD,17,8240,484.70588235294116
2019-01-31,ギフト - ガジェット類,29,41380,1441.1538461538462
2019-01-31,本 - オーディオブック_タイプA,16,8530,533.125
2019-01-31,ギフト - 記念品_タイプA,13,9170,735.8333333333334
2019-01-31,ギフト - 記念品_タイプB,12,7660,638.3333333333334
2019-01-31,本 - 教育用,18,22330,1331.875
2019-01-31,ゲーム - 付属品(購入特典),13,16830,1317.5
2019-01-31,ゲーム周辺機器 - ゲーム機B,13,23510,1808.4615384615386
2019-01-31,音楽 - レコード,16,64660,4041.25
2019-01-31,ゲーム周辺機器 - ゲーム機A,6,8640,1610.0
2019-01-31,本 - オーディオブック_タイプB,4,1460,365.0
2019-02-01,映画 - DVD,797,392880,457.9212598425197
2019-02-01,PCゲーム - 通常版,366,269200,701.5131578947369
2019-02-01,音楽 - その他,312,160740,515.2768729641693
2019-02-01,ゲーム - ゲーム機C,424,806930,1901.1143695014662
2019-02-01,映画 - ブルーレイ,219,143930,649.2129629629629
2019-02-01,ゲーム - ゲーム機B,217,358380,1688.0729166666667
2019-02-01,ギフト - 小型ゲーム,50,24500,470.0
2019-02-01,ギフト - カード、パズル等,61,81310,1378.448275862069
2019-02-01,ギフト - フィギュア,80,164870,2102.0588235294117
2019-02-01,PCソフト - PCソフト,73,230200,3568.0
2019-02-01,映画 - ブルーレイ3D,49,68910,1406.3265306122448
2019-02-01,ギフト - ぬいぐるみ,36,44210,1220.2941176470588
2019-02-01,ゲーム - ゲーム機A,29,32880,1125.7142857142858
2019-02-01,映画 - セット商品,47,76950,1751.1904761904761
2019-02-01,ギフト - ボードゲーム,36,69210,1945.4285714285713
2019-02-01,音楽 - CD,30,14170,472.3333333333333
2019-02-01,ギフト - ガジェット類,48,72100,1542.051282051282
2019-02-01,本 - オーディオブック_タイプA,50,28420,568.4
2019-02-01,ギフト - 記念品_タイプA,14,8680,635.3846153846154
2019-02-01,ギフト - 記念品_タイプB,15,9200,613.3333333333334
2019-02-01,本 - 教育用,17,12330,725.2941176470588
2019-02-01,ゲーム - 付属品(購入特典),25,34080,1363.2
2019-02-01,ゲーム周辺機器 - ゲーム機B,33,68830,2081.5384615384614
2019-02-01,音楽 - レコード,12,30920,2576.6666666666665
2019-02-01,ゲーム周辺機器 - ゲーム機A,10,14560,1456.0
2019-02-01,本 - オーディオブック_タイプB,10,4420,442.0
2019-02-02,映画 - DVD,558,271380,462.15351812366737
2019-02-02,PCゲーム - 通常版,364,279790,727.1381578947369
2019-02-02,音楽 - その他,291,143100,490.1056338028169
2019-02-02,ゲーム - ゲーム機C,293,570850,1967.795918367347
2019-02-02,映画 - ブルーレイ,147,104810,710.8904109589041
2019-02-02,ゲーム - ゲーム機B,206,342770,1659.8305084745762
2019-02-02,ギフト - 小型ゲーム,52,22670,514.2424242424242
2019-02-02,ギフト - カード、パズル等,37,43770,1182.972972972973
2019-02-02,ギフト - フィギュア,50,93460,1888.0
2019-02-02,PCソフト - PCソフト,63,205230,3106.530612244898
2019-02-02,映画 - ブルーレイ3D,29,53790,1854.8275862068965
2019-02-02,ギフト - ぬいぐるみ,27,35440,1306.6666666666667
2019-02-02,ゲーム - ゲーム機A,18,18700,1040.0
2019-02-02,映画 - セット商品,37,58010,1660.0
2019-02-02,ギフト - ボードゲーム,28,44680,1560.3703703703704
2019-02-02,音楽 - CD,12,5230,435.8333333333333
2019-02-02,ギフト - ガジェット類,28,31500,1216.6666666666667
2019-02-02,本 - オーディオブック_タイプA,12,10320,860.0
2019-02-02,ギフト - 記念品_タイプA,19,10940,660.0
2019-02-02,ギフト - 記念品_タイプB,16,9890,618.125
2019-02-02,本 - 教育用,7,9290,1463.3333333333333
2019-02-02,ゲーム - 付属品(購入特典),21,29180,1389.5238095238096
2019-02-02,ゲーム周辺機器 - ゲーム機B,24,59480,2464.7368421052633
2019-02-02,音楽 - レコード,7,23710,3387.1428571428573
2019-02-02,ゲーム周辺機器 - ゲーム機A,6,10430,1738.3333333333333
2019-02-02,本 - オーディオブック_タイプB,5,2190,438.0
2019-02-03,映画 - DVD,275,116820,417.68939393939394
2019-02-03,PCゲーム - 通常版,210,146370,691.25
2019-02-03,音楽 - その他,177,87710,494.21965317919074
2019-02-03,ゲーム - ゲーム機C,239,392780,1922.1153846153845
2019-02-03,映画 - ブルーレイ,73,44930,613.0769230769231
2019-02-03,ゲーム - ゲーム機B,102,151020,1689.5833333333333
2019-02-03,ギフト - 小型ゲーム,25,11890,478.0
2019-02-03,ギフト - カード、パズル等,29,34060,1218.148148148148
2019-02-03,ギフト - フィギュア,31,61600,2005.1724137931035
2019-02-03,PCソフト - PCソフト,41,121090,3212.6470588235293
2019-02-03,映画 - ブルーレイ3D,19,25600,1347.3684210526317
2019-02-03,ギフト - ぬいぐるみ,18,26510,1472.7777777777778
2019-02-03,ゲーム - ゲーム機A,9,9520,1057.7777777777778
2019-02-03,映画 - セット商品,15,28970,1931.3333333333333
2019-02-03,ギフト - ボードゲーム,10,15580,1558.0
2019-02-03,音楽 - CD,15,7500,500.0
2019-02-03,ギフト - ガジェット類,20,57600,2880.0
2019-02-03,本 - オーディオブック_タイプA,18,7900,438.8888888888889
2019-02-03,ギフト - 記念品_タイプA,6,3390,565.0
2019-02-03,ギフト - 記念品_タイプB,5,1300,286.6666666666667
2019-02-03,本 - 教育用,22,12210,543.6842105263158
2019-02-03,ゲーム - 付属品(購入特典),4,5690,1422.5
2019-02-03,ゲーム周辺機器 - ゲーム機B,6,12330,2055.0
2019-02-03,音楽 - レコード,4,10200,2550.0
2019-02-03,ゲーム周辺機器 - ゲーム機A,8,11350,1418.75
2019-02-03,本 - オーディオブック_タイプB,7,3030,432.85714285714283
2019-02-04,映画 - DVD,266,117200,436.8924302788845
2019-02-04,PCゲーム - 通常版,205,147460,710.7142857142857
2019-02-04,音楽 - その他,133,63120,474.5864661654135
2019-02-04,ゲーム - ゲーム機C,186,333130,1767.3684210526317
2019-02-04,映画 - ブルーレイ,76,52910,691.4102564102565
2019-02-04,ゲーム - ゲーム機B,103,178500,1765.1063829787233
2019-02-04,ギフト - 小型ゲーム,48,16750,481.30434782608694
2019-02-04,ギフト - カード、パズル等,18,26190,1455.0
2019-02-04,ギフト - フィギュア,33,65350,1985.6666666666667
2019-02-04,PCソフト - PCソフト,45,104720,2478.823529411765
2019-02-04,映画 - ブルーレイ3D,9,17180,1892.5
2019-02-04,ギフト - ぬいぐるみ,13,19020,1463.076923076923
2019-02-04,ゲーム - ゲーム機A,2,2380,1076.6666666666667
2019-02-04,映画 - セット商品,25,29220,1908.3333333333333
2019-02-04,ギフト - ボードゲーム,16,30230,1889.375
2019-02-04,音楽 - CD,25,11500,460.0
2019-02-04,ギフト - ガジェット類,13,24080,1852.3076923076924
2019-02-04,本 - オーディオブック_タイプA,9,4800,533.3333333333334
2019-02-04,ギフト - 記念品_タイプA,7,2180,311.42857142857144
2019-02-04,ギフト - 記念品_タイプB,5,4340,835.0
2019-02-04,本 - 教育用,15,9190,612.6666666666666
2019-02-04,ゲーム - 付属品(購入特典),8,13430,1547.0
2019-02-04,ゲーム周辺機器 - ゲーム機B,7,18410,2646.6666666666665
2019-02-04,音楽 - レコード,4,9090,2272.5
2019-02-04,ゲーム周辺機器 - ゲーム機A,9,10170,1130.0
2019-02-04,本 - オーディオブック_タイプB,2,840,420.0
2019-02-05,映画 - DVD,283,133700,462.36641221374043
2019-02-05,PCゲーム - 通常版,184,131520,703.4355828220858
2019-02-05,音楽 - その他,165,79740,484.4578313253012
2019-02-05,ゲーム - ゲーム機C,164,333630,2050.3225806451615
2019-02-05,映画 - ブルーレイ,105,71120,674.8039215686274
2019-02-05,ゲーム - ゲーム機B,94,144970,1560.7954545454545
2019-02-05,ギフト - 小型ゲーム,31,15180,463.7037037037037
2019-02-05,ギフト - カード、パズル等,17,17590,1034.7058823529412
2019-02-05,ギフト - フィギュア,29,58720,1975.7142857142858
2019-02-05,PCソフト - PCソフト,50,213810,4495.0
2019-02-05,映画 - ブルーレイ3D,17,24230,1311.0526315789473
2019-02-05,ギフト - ぬいぐるみ,20,20870,1043.5
2019-02-05,ゲーム - ゲーム機A,6,6940,1156.6666666666667
2019-02-05,映画 - セット商品,23,62040,2697.391304347826
2019-02-05,ギフト - ボードゲーム,20,32530,1626.5
2019-02-05,音楽 - CD,15,6900,460.0
2019-02-05,ギフト - ガジェット類,19,50450,2838.235294117647
2019-02-05,本 - オーディオブック_タイプA,7,3190,455.7142857142857
2019-02-05,ギフト - 記念品_タイプA,6,9090,1515.0
2019-02-05,ギフト - 記念品_タイプB,8,6070,727.1428571428571
2019-02-05,本 - 教育用,15,9690,646.0
2019-02-05,ゲーム - 付属品(購入特典),5,8160,1632.0
2019-02-05,ゲーム周辺機器 - ゲーム機B,9,19640,2138.75
2019-02-05,音楽 - レコード,6,23530,3921.6666666666665
2019-02-05,ゲーム周辺機器 - ゲーム機A,3,7200,2400.0
2019-02-05,本 - オーディオブック_タイプB,5,2100,420.0
2019-02-06,映画 - DVD,331,153460,446.1794019933555
2019-02-06,PCゲーム - 通常版,214,162720,735.9090909090909
2019-02-06,音楽 - その他,198,100410,506.6666666666667
2019-02-06,ゲーム - ゲーム機C,168,342090,2001.3664596273293
2019-02-06,映画 - ブルーレイ,126,94980,707.5862068965517
2019-02-06,ゲーム - ゲーム機B,100,158040,1619.7802197802198
2019-02-06,ギフト - 小型ゲーム,42,15000,423.8095238095238
2019-02-06,ギフト - カード、パズル等,21,31810,1488.5
2019-02-06,ギフト - フィギュア,43,84790,1982.3076923076924
2019-02-06,PCソフト - PCソフト,40,97240,2514.0
2019-02-06,映画 - ブルーレイ3D,20,29090,1454.5
2019-02-06,ギフト - ぬいぐるみ,22,27910,1315.0
2019-02-06,ゲーム - ゲーム機A,11,12610,1146.3636363636363
2019-02-06,映画 - セット商品,22,41030,1865.0
2019-02-06,ギフト - ボードゲーム,37,58850,1613.4285714285713
2019-02-06,音楽 - CD,21,10090,480.4761904761905
2019-02-06,ギフト - ガジェット類,15,28900,1967.142857142857
2019-02-06,本 - オーディオブック_タイプA,16,7180,448.75
2019-02-06,ギフト - 記念品_タイプA,7,4430,632.8571428571429
2019-02-06,ギフト - 記念品_タイプB,18,11250,647.0588235294117
2019-02-06,本 - 教育用,19,11420,597.7777777777778
2019-02-06,ゲーム - 付属品(購入特典),7,11040,1577.142857142857
2019-02-06,ゲーム周辺機器 - ゲーム機B,8,16750,2093.75
2019-02-06,音楽 - レコード,6,13000,2166.6666666666665
2019-02-06,ゲーム周辺機器 - ゲーム機A,3,3230,1076.6666666666667
2019-02-06,本 - オーディオブック_タイプB,8,3630,453.75
2019-02-07,映画 - DVD,387,178600,443.4757834757835
2019-02-07,PCゲーム - 通常版,252,170030,669.2173913043479
2019-02-07,音楽 - その他,191,95480,498.1770833333333
2019-02-07,ゲーム - ゲーム機C,202,412400,2054.469273743017
2019-02-07,映画 - ブルーレイ,156,124610,773.3098591549295
2019-02-07,ゲーム - ゲーム機B,126,198380,1616.090909090909
2019-02-07,ギフト - 小型ゲーム,38,21280,522.1428571428571
2019-02-07,ギフト - カード、パズル等,37,40020,1073.888888888889
2019-02-07,ギフト - フィギュア,38,75190,1978.6842105263158
2019-02-07,PCソフト - PCソフト,46,120340,2747.25
2019-02-07,映画 - ブルーレイ3D,18,29910,1661.6666666666667
2019-02-07,ギフト - ぬいぐるみ,23,24450,1063.0434782608695
2019-02-07,ゲーム - ゲーム機A,9,9860,1095.5555555555557
2019-02-07,映画 - セット商品,24,42960,1790.0
2019-02-07,ギフト - ボードゲーム,20,35300,1678.9473684210527
2019-02-07,音楽 - CD,22,10260,466.3636363636364
2019-02-07,ギフト - ガジェット類,23,44730,2008.5714285714287
2019-02-07,本 - オーディオブック_タイプA,21,10690,509.04761904761904
2019-02-07,ギフト - 記念品_タイプA,15,15110,1007.3333333333334
2019-02-07,ギフト - 記念品_タイプB,7,4460,637.1428571428571
2019-02-07,本 - 教育用,13,8800,676.9230769230769
2019-02-07,ゲーム - 付属品(購入特典),14,19710,1407.857142857143
2019-02-07,ゲーム周辺機器 - ゲーム機B,14,24450,1746.4285714285713
2019-02-07,音楽 - レコード,6,15020,2503.3333333333335
2019-02-07,ゲーム周辺機器 - ゲーム機A,8,10350,1381.4285714285713
2019-02-07,本 - オーディオブック_タイプB,1,420,420.0
2019-02-08,映画 - DVD,658,302360,440.64957264957263
2019-02-08,PCゲーム - 通常版,382,269740,668.8461538461538
2019-02-08,音楽 - その他,326,165820,508.39009287925694
2019-02-08,ゲーム - ゲーム機C,310,614900,2021.1787072243346
2019-02-08,映画 - ブルーレイ,236,158870,644.2201834862385
2019-02-08,ゲーム - ゲーム機B,182,308050,1747.1698113207547
2019-02-08,ギフト - 小型ゲーム,92,40890,509.66101694915255
2019-02-08,ギフト - カード、パズル等,60,81280,1366.2068965517242
2019-02-08,ギフト - フィギュア,61,124440,2049.1071428571427
2019-02-08,PCソフト - PCソフト,60,162190,2719.4545454545455
2019-02-08,映画 - ブルーレイ3D,35,53180,1519.4285714285713
2019-02-08,ギフト - ぬいぐるみ,38,48340,1272.1052631578948
2019-02-08,ゲーム - ゲーム機A,33,37400,1146.2857142857142
2019-02-08,映画 - セット商品,36,67300,1898.5714285714287
2019-02-08,ギフト - ボードゲーム,47,76980,1659.3333333333333
2019-02-08,音楽 - CD,28,13410,478.92857142857144
2019-02-08,ギフト - ガジェット類,41,84560,2215.4285714285716
2019-02-08,本 - オーディオブック_タイプA,21,11140,530.4761904761905
2019-02-08,ギフト - 記念品_タイプA,21,25090,1195.0
2019-02-08,ギフト - 記念品_タイプB,27,14420,560.0
2019-02-08,本 - 教育用,12,6210,518.1818181818181
2019-02-08,ゲーム - 付属品(購入特典),20,29470,1473.5
2019-02-08,ゲーム周辺機器 - ゲーム機B,12,23490,1957.5
2019-02-08,音楽 - レコード,16,43240,2702.5
2019-02-08,ゲーム周辺機器 - ゲーム機A,10,14320,1432.0
2019-02-08,本 - オーディオブック_タイプB,4,1860,465.0
2019-02-09,映画 - DVD,508,240370,444.49074074074076
2019-02-09,PCゲーム - 通常版,306,212560,670.0769230769231
2019-02-09,音楽 - その他,260,129790,496.62835249042143
2019-02-09,ゲーム - ゲーム機C,256,509710,2034.1891891891892
2019-02-09,映画 - ブルーレイ,177,124580,683.1952662721893
2019-02-09,ゲーム - ゲーム機B,169,292190,1781.9727891156463
2019-02-09,ギフト - 小型ゲーム,51,23870,521.25
2019-02-09,ギフト - カード、パズル等,49,49850,1021.5909090909091
2019-02-09,ギフト - フィギュア,69,122250,1823.148148148148
2019-02-09,PCソフト - PCソフト,59,153730,2674.6153846153848
2019-02-09,映画 - ブルーレイ3D,31,53610,1710.6666666666667
2019-02-09,ギフト - ぬいぐるみ,37,44810,1206.9444444444443
2019-02-09,ゲーム - ゲーム機A,23,26860,1167.8260869565217
2019-02-09,映画 - セット商品,38,45910,1234.0
2019-02-09,ギフト - ボードゲーム,32,48940,1542.5806451612902
2019-02-09,音楽 - CD,33,16650,504.54545454545456
2019-02-09,ギフト - ガジェット類,26,45940,1871.6666666666667
2019-02-09,本 - オーディオブック_タイプA,26,13060,502.3076923076923
2019-02-09,ギフト - 記念品_タイプA,17,12740,749.4117647058823
2019-02-09,ギフト - 記念品_タイプB,22,13000,570.4761904761905
2019-02-09,本 - 教育用,10,6270,627.0
2019-02-09,ゲーム - 付属品(購入特典),19,27610,1453.157894736842
2019-02-09,ゲーム周辺機器 - ゲーム機B,14,23190,1656.4285714285713
2019-02-09,音楽 - レコード,2,-10970,7457.5
2019-02-09,ゲーム周辺機器 - ゲーム機A,5,5610,1122.0
2019-02-09,本 - オーディオブック_タイプB,2,930,465.0
2019-02-10,映画 - DVD,253,107580,417.0042194092827
2019-02-10,PCゲーム - 通常版,223,150400,681.2068965517242
2019-02-10,音楽 - その他,120,57870,481.53846153846155
2019-02-10,ゲーム - ゲーム機C,144,286130,1964.8936170212767
2019-02-10,映画 - ブルーレイ,128,91770,730.3875968992248
2019-02-10,ゲーム - ゲーム機B,92,141660,1579.4186046511627
2019-02-10,ギフト - 小型ゲーム,27,10830,401.5
2019-02-10,ギフト - カード、パズル等,13,18310,1408.4615384615386
2019-02-10,ギフト - フィギュア,34,70510,2049.6774193548385
2019-02-10,PCソフト - PCソフト,38,144210,4203.4375
2019-02-10,映画 - ブルーレイ3D,9,14360,1595.5555555555557
2019-02-10,ギフト - ぬいぐるみ,23,28860,1254.7826086956522
2019-02-10,ゲーム - ゲーム機A,5,6120,1165.7142857142858
2019-02-10,映画 - セット商品,23,38330,1750.8
2019-02-10,ギフト - ボードゲーム,13,24350,1873.076923076923
2019-02-10,音楽 - CD,15,7020,468.0
2019-02-10,ギフト - ガジェット類,10,10580,1110.0
2019-02-10,本 - オーディオブック_タイプA,4,1860,465.0
2019-02-10,ギフト - 記念品_タイプA,12,7460,621.6666666666666
2019-02-10,ギフト - 記念品_タイプB,14,7460,579.1666666666666
2019-02-10,本 - 教育用,15,10660,700.7142857142857
2019-02-10,ゲーム - 付属品(購入特典),12,17670,1472.5
2019-02-10,ゲーム周辺機器 - ゲーム機B,17,34630,2066.923076923077
2019-02-10,音楽 - レコード,2,3650,1825.0
2019-02-10,ゲーム周辺機器 - ゲーム機A,6,8970,1495.0
2019-02-11,映画 - DVD,310,137710,438.4192439862543
2019-02-11,PCゲーム - 通常版,202,149600,731.5
2019-02-11,音楽 - その他,161,81330,502.57861635220127
2019-02-11,ゲーム - ゲーム機C,133,240670,1910.1587301587301
2019-02-11,映画 - ブルーレイ,128,86660,671.2903225806451
2019-02-11,ゲーム - ゲーム機B,82,142430,1802.3376623376623
2019-02-11,ギフト - 小型ゲーム,45,21770,492.94117647058823
2019-02-11,ギフト - カード、パズル等,35,46730,1341.4705882352941
2019-02-11,ギフト - フィギュア,44,88540,2007.6744186046512
2019-02-11,PCソフト - PCソフト,40,131820,3253.0555555555557
2019-02-11,映画 - ブルーレイ3D,28,40440,1444.2857142857142
2019-02-11,ギフト - ぬいぐるみ,11,12830,1166.3636363636363
2019-02-11,ゲーム - ゲーム機A,11,12580,1143.6363636363637
2019-02-11,映画 - セット商品,15,17490,1200.7142857142858
2019-02-11,ギフト - ボードゲーム,11,22190,2017.2727272727273
2019-02-11,音楽 - CD,26,12360,473.04347826086956
2019-02-11,ギフト - ガジェット類,18,24350,1630.7692307692307
2019-02-11,本 - オーディオブック_タイプA,9,4760,528.8888888888889
2019-02-11,ギフト - 記念品_タイプA,5,3720,744.0
2019-02-11,ギフト - 記念品_タイプB,7,4330,618.5714285714286
2019-02-11,本 - 教育用,10,5850,585.0
2019-02-11,ゲーム - 付属品(購入特典),13,16970,1305.3846153846155
2019-02-11,ゲーム周辺機器 - ゲーム機B,9,15560,1728.888888888889
2019-02-11,音楽 - レコード,10,37370,3737.0
2019-02-11,ゲーム周辺機器 - ゲーム機A,9,14560,1597.142857142857
2019-02-11,本 - オーディオブック_タイプB,2,840,420.0
2019-02-12,映画 - DVD,298,136120,451.602787456446
2019-02-12,PCゲーム - 通常版,177,121920,671.2345679012345
2019-02-12,音楽 - その他,173,87700,504.09090909090907
2019-02-12,ゲーム - ゲーム機C,158,309980,1967.2108843537414
2019-02-12,映画 - ブルーレイ,116,68800,584.0869565217391
2019-02-12,ゲーム - ゲーム機B,102,159130,1633.1182795698924
2019-02-12,ギフト - 小型ゲーム,45,17520,390.0
2019-02-12,ギフト - カード、パズル等,32,43050,1208.3333333333333
2019-02-12,ギフト - フィギュア,40,80700,2028.857142857143
2019-02-12,PCソフト - PCソフト,60,193160,3331.5555555555557
2019-02-12,映画 - ブルーレイ3D,17,24950,1467.6470588235295
2019-02-12,ギフト - ぬいぐるみ,29,37040,1277.2413793103449
2019-02-12,ゲーム - ゲーム機A,12,13260,1105.0
2019-02-12,映画 - セット商品,33,63890,1916.875
2019-02-12,ギフト - ボードゲーム,20,33710,1740.5555555555557
2019-02-12,音楽 - CD,7,3900,557.1428571428571
2019-02-12,ギフト - ガジェット類,16,22650,1409.2307692307693
2019-02-12,本 - オーディオブック_タイプA,16,7970,498.125
2019-02-12,ギフト - 記念品_タイプA,13,10870,764.1666666666666
2019-02-12,ギフト - 記念品_タイプB,5,2650,530.0
2019-02-12,本 - 教育用,24,18940,789.1666666666666
2019-02-12,ゲーム - 付属品(購入特典),12,15720,1310.0
2019-02-12,ゲーム周辺機器 - ゲーム機B,15,37500,2604.1666666666665
2019-02-12,音楽 - レコード,7,15120,2160.0
2019-02-12,ゲーム周辺機器 - ゲーム機A,6,8970,1495.0
2019-02-12,本 - オーディオブック_タイプB,5,2190,438.0
2019-02-13,映画 - DVD,287,140570,467.3333333333333
2019-02-13,PCゲーム - 通常版,196,142450,688.0722891566265
2019-02-13,音楽 - その他,247,127260,509.75206611570246
2019-02-13,ゲーム - ゲーム機C,193,335810,1810.6741573033707
2019-02-13,映画 - ブルーレイ,120,83490,691.1111111111111
2019-02-13,ゲーム - ゲーム機B,95,147390,1605.909090909091
2019-02-13,ギフト - 小型ゲーム,50,15740,422.0
2019-02-13,ギフト - カード、パズル等,51,55430,1079.8
2019-02-13,ギフト - フィギュア,44,85710,1951.6666666666667
2019-02-13,PCソフト - PCソフト,41,124940,3218.5714285714284
2019-02-13,映画 - ブルーレイ3D,18,21920,1217.7777777777778
2019-02-13,ギフト - ぬいぐるみ,43,50180,1248.918918918919
2019-02-13,ゲーム - ゲーム機A,4,4760,1190.0
2019-02-13,映画 - セット商品,24,41970,1748.75
2019-02-13,ギフト - ボードゲーム,22,42210,2002.0
2019-02-13,音楽 - CD,11,5050,459.09090909090907
2019-02-13,ギフト - ガジェット類,31,48690,1544.5833333333333
2019-02-13,本 - オーディオブック_タイプA,14,7450,532.1428571428571
2019-02-13,ギフト - 記念品_タイプA,11,10610,942.0
2019-02-13,ギフト - 記念品_タイプB,9,8080,897.7777777777778
2019-02-13,本 - 教育用,13,8710,655.0
2019-02-13,ゲーム - 付属品(購入特典),11,13340,1232.0
2019-02-13,ゲーム周辺機器 - ゲーム機B,13,31270,2409.1666666666665
2019-02-13,音楽 - レコード,6,14270,2378.3333333333335
2019-02-13,ゲーム周辺機器 - ゲーム機A,4,5100,1275.0
2019-02-13,本 - オーディオブック_タイプB,4,1770,442.5
2019-02-14,映画 - DVD,459,218350,458.48039215686276
2019-02-14,PCゲーム - 通常版,266,178490,649.2207792207793
2019-02-14,音楽 - その他,268,145260,515.703125
2019-02-14,ゲーム - ゲーム機C,236,471180,2017.7251184834124
2019-02-14,映画 - ブルーレイ,137,104470,757.4626865671642
2019-02-14,ゲーム - ゲーム機B,128,254710,1949.561403508772
2019-02-14,ギフト - 小型ゲーム,62,24480,499.72222222222223
2019-02-14,ギフト - カード、パズル等,60,76500,1277.9310344827586
2019-02-14,ギフト - フィギュア,72,153720,2121.8840579710145
2019-02-14,PCソフト - PCソフト,43,111070,2615.8823529411766
2019-02-14,映画 - ブルーレイ3D,26,37950,1459.6153846153845
2019-02-14,ギフト - ぬいぐるみ,52,63310,1253.8297872340424
2019-02-14,ゲーム - ゲーム機A,24,24120,1015.2173913043479
2019-02-14,映画 - セット商品,24,53300,2102.3076923076924
2019-02-14,ギフト - ボードゲーム,41,71980,1755.6097560975609
2019-02-14,音楽 - CD,18,10110,561.6666666666666
2019-02-14,ギフト - ガジェット類,35,58490,1700.6451612903227
2019-02-14,本 - オーディオブック_タイプA,13,6660,512.3076923076923
2019-02-14,ギフト - 記念品_タイプA,15,18260,1217.3333333333333
2019-02-14,ギフト - 記念品_タイプB,22,13980,635.4545454545455
2019-02-14,本 - 教育用,17,10150,596.25
2019-02-14,ゲーム - 付属品(購入特典),12,14620,1218.3333333333333
2019-02-14,ゲーム周辺機器 - ゲーム機B,14,27940,1995.7142857142858
2019-02-14,音楽 - レコード,15,36510,2434.0
2019-02-14,ゲーム周辺機器 - ゲーム機A,6,6120,1020.0
2019-02-14,本 - オーディオブック_タイプB,3,1440,480.0
2019-02-15,映画 - DVD,758,357850,448.4403669724771
2019-02-15,PCゲーム - 通常版,417,288850,669.1011235955057
2019-02-15,音楽 - その他,341,177630,518.8622754491018
2019-02-15,ゲーム - ゲーム機C,428,761440,1946.5573770491803
2019-02-15,映画 - ブルーレイ,181,119160,647.2988505747127
2019-02-15,ゲーム - ゲーム機B,221,366080,1777.8977272727273
2019-02-15,ギフト - 小型ゲーム,38,21120,572.5
2019-02-15,ギフト - カード、パズル等,71,69660,1040.952380952381
2019-02-15,ギフト - フィギュア,81,148000,1814.7222222222222
2019-02-15,PCソフト - PCソフト,61,170730,2946.7924528301887
2019-02-15,映画 - ブルーレイ3D,34,49520,1456.4705882352941
2019-02-15,ギフト - ぬいぐるみ,54,66460,1228.301886792453
2019-02-15,ゲーム - ゲーム機A,28,29580,1057.7777777777778
2019-02-15,映画 - セット商品,46,63920,1421.8181818181818
2019-02-15,ギフト - ボードゲーム,53,83400,1580.9615384615386
2019-02-15,音楽 - CD,29,16230,559.6551724137931
2019-02-15,ギフト - ガジェット類,35,51470,1531.5151515151515
2019-02-15,本 - オーディオブック_タイプA,35,18980,542.2857142857143
